7143,WORD_NOUN,,HIRAGANA,,,東,あずま,,azuma,"wschodnia Japonia (szczególnie Kamakura lub Edo z perspektywy Kyoto lub Nara) (archaizm)
wschodnie prowincje (archaizm)
wschód (archaizm)
wagon (skrót)
yamatogoto (skrót)
sześciostrunowy japoński cytr (instrument muzyczny) (wyjaśnienie; skrót)",,DICTIONARY2_SOURCE,"DUPLICATE 1329
DUPLICATE 26878
DUPLICATE 26879
DUPLICATE 29347
DUPLICATE 130905
DUPLICATE 319086",GroupId: 1447430
7144,WORD_NOUN,,HIRAGANA,,,中東,ちゅうとう,,chuutou,Środkowy Wschód,,DICTIONARY2_SOURCE,,GroupId: 1425080
7145,WORD_NOUN,,HIRAGANA,,,東欧,とうおう,,touou,"Wschodnia Europa
Europa Wschodnia",,DICTIONARY2_SOURCE,,GroupId: 1447560
7146,WORD_ADVERB,,HIRAGANA,,,寧ろ,むしろ,,mushiro,"raczej
lepiej
zamiast
jeśli w ogóle",pisanie zwykle z użyciem kana,DICTIONARY2_SOURCE,,GroupId: 1604870
7147,WORD_NOUN,,HIRAGANA,,,下,もと,,moto,"pod (np. kierownictwem, nadzorem, prawem i etc, często jako ...の下に lub ...の下で)
pod (np. flagą, słońcem)
pod wpływem
na podstawie (jako ...の下に)
w oparciu o (warunek, obietnicę, założenie) (jako ...の下に)
w imię (czegoś) (jako ...の下に)
czyjeś miejsce (zwykle pisane jako 元)
strona (zwykle pisane jako 元)
pobliże (zwykle pisane jako 元)",,DICTIONARY2_SOURCE,"DUPLICATE 384
DUPLICATE 7148
DUPLICATE 57415
DUPLICATE 62921
DUPLICATE 305131",GroupId: 2004390
7148,"WORD_NOUN
WORD_ADJECTIVE_NO",,HIRAGANA,,,下,しも,,shimo,"dolny bieg (rzeki)
dół
dolna część
dolna część ciała (zwł. okolice intymne)
potrzeby fizjologiczne (kał, mocz)
miesiączka
koniec
regiony oddalone od pałacu cesarskiego (tj. daleko od Kioto, zwłaszcza zachodnia Japonia)
sprośny (np. żart)
wulgarny (np. żart)",,DICTIONARY2_SOURCE,"DUPLICATE 384
DUPLICATE 7147
DUPLICATE 57415
DUPLICATE 62921
DUPLICATE 305131",GroupId: 2080210
7149,"WORD_VERB_U
WORD_SUFFIX",,HIRAGANA,,,下す,くだす,,kudasu,"podjąć decyzję
wyciągnąć wniosek
wydać wyrok
ogłosić wyrok
przekazać polecenie
wydać polecenie
zniżać
obniżać
robić samemu
robić to samemu
pokonać
mieć luźne jelita
mieć biegunkę
wychodzić (w stolcu)
wypuścić z ciała
zrobić za jednym zamachem (po czasowniku w formie bez masu)
robić do końca bez zatrzymywania się (po czasowniku w formie bez masu)",,DICTIONARY2_SOURCE,DUPLICATE 26820,GroupId: 1184320
7150,WORD_VERB_U,,HIRAGANA,,,下がる,さがる,,sagaru,"schodzić w dół
spadać
opadać
zniżać się
obniżać się
wisieć
zwisać
cofać się
wycofywać się
pogarszać się
tracić na jakości
zostać zdegradowanym
zbliżyć się do współczesności
grać sagari (go (gra); zwykle サガる)
rozciągać się w dół (go (gra); zwykle サガる)",,"DICTIONARY2_SOURCE
EDICT_TRANSLATE_INFO_GROUP_DIFF",,GroupId: 1184160
7151,WORD_VERB_U,,HIRAGANA,,,下る,くだる,,kudaru,"schodzić
schodzić w dół
zejść na dół
być wydany (np. rozkaz, wyrok i etc)
mijać (o czasie)
przemijać (o czasie)
poddać się
skapitulować
być mniejszy niż (często w przeczącej formie)
być gorszy od (często w przeczącej formie)
mieć biegunkę (również pisane jako 瀉る)
wychodzić (w formie stolca)
zostać wydalonym z ciała
deprecjonować siebie (archaizm)
być skromnym (archaizm)",,DICTIONARY2_SOURCE,DUPLICATE 29350,GroupId: 1184450
7152,WORD_NOUN,,HIRAGANA,,,下水,げすい,,gesui,"drenaż
rów
rynsztok
kanały ściekowe
system kanalizacyjny
układ kanalizacyjny
kanalizacja
ściek
ścieki
nieczystości",,DICTIONARY2_SOURCE,DUPLICATE 59318,GroupId: 1185510
7153,WORD_NOUN,,HIRAGANA,,,下手,しもて,,shimote,"dolna część
stopa
dolny kierunek
lewa część sceny (od strony widzów lub kamery)
prawa część sceny (od strony aktora)",,DICTIONARY2_SOURCE,"DUPLICATE 641
DUPLICATE 17191
DUPLICATE 17192",GroupId: 1185195
7154,WORD_NOUN,,HIRAGANA,,,下院,かいん,,kain,niższa izba parlamentu,,DICTIONARY2_SOURCE,,GroupId: 1184510
7155,WORD_ADJECTIVE_NA,,HIRAGANA,,,大ざっぱ,おおざっぱ,,oozappa,"przybliżony (szacunkowy, podsumowujący itp.)
mniej więcej
z grubsza
nieostrożny (np. w pracy)
niechlujny",,DICTIONARY2_SOURCE,,GroupId: 1412950
7156,WORD_ADVERB,,HIRAGANA,,,大分,だいぶ,,daibu,"znacznie
w znacznym stopniu
wydatnie
istotnie
mnóstwo
wielce
ogromnie
bardzo",pisanie zwykle z użyciem kana,DICTIONARY2_SOURCE,"DUPLICATE 18640
DUPLICATE 212996",GroupId: 1414920
7157,"WORD_ADJECTIVE_NA
WORD_NOUN",,HIRAGANA,,,巨大,きょだい,,kyodai,"olbrzymi
ogromny
gigantyczny",,DICTIONARY2_SOURCE,,GroupId: 1232180
7158,"WORD_NOUN
WORD_ADJECTIVE_F",,HIRAGANA,,,電子,でんし,,denshi,"elektron (fizyka)
elektroniczny",,DICTIONARY2_SOURCE,,GroupId: 1443320
7159,WORD_NOUN,,HIRAGANA,,,切腹,せっぷく,,seppuku,"seppuku
harakiri
rytualne samobójstwo (wyjaśnienie)
seppuku jako kara śmierci (termin historyczny; gdzie skazaniec zostaje ścięty przez drugiego, gdy ten wykonuje ruchy, aby rozciąć swój brzuch; okres Edo)",,DICTIONARY2_SOURCE,,GroupId: 1385200
7160,WORD_NOUN,,HIRAGANA,,,切断,せつだん,,setsudan,"sekcja
cięcie
amputacja
rozłączenie",,DICTIONARY2_SOURCE,,GroupId: 1385120
7161,"WORD_VERB_RU
WORD_SUFFIX",,HIRAGANA,,,立てる,たてる,,tateru,"stawiać (często pisane jako 起てる)
stanąć (często pisane jako 起てる)
postawić (coś) (często pisane jako 起てる)
wstawać (często pisane jako 起てる)
wznosić (często pisane jako 起てる)
wznieść (często pisane jako 起てる)
podnieść do góry (często pisane jako 起てる)
wepchnąć w
zagłębić się w
wkopać się w
wydawać (dźwięk)
wytwarzać (dźwięk)
wzbudzać (chmurę pyłu, dymu itp.)
wywoływać (fale, zmarszczki itp.)
powodować (fale, zmarszczki itp.)
wypuszczać (pianę)
wydzielać (parę)
opracować (plany)
sformułować (pomysł)
przedstawić
wyznaczyć (cel)
opracować (teorię)
sporządzić
ustalić
rozpowszechniać (plotkę)
krążyć
wystawiać (kandydata)
mianować na stanowisko
wyznaczyć (kogoś; przywódcę, króla itp.)
powierzyć (komuś) pełnienie (jakiejś funkcji)
założyć
utworzyć (np. firmę)
powołać
zarabiać (na życie)
utrzymywać (swój styl życia)
żyć z
ugruntowywać swoją pozycję (często jako（身／名）を～)
zrobić sobie reputację (dla siebie) (często jako（身／名）を～)
zyskać sobie renomę (często jako（身／名）を～)
otworzyć (rynek, sklep, punkt sprzedaży itp.)
rozpocząć (sprzedaż)
robić w sposób logiczny (często jako 筋道を～)
przedstawić w spójny sposób (często jako 筋道を～)
naostrzyć (np. nóż)
wypisać (pozycje)
wylistować (pozycje)
wpisać (pozycję)
okazywać szacunek
traktować z szacunkiem
oddać (komuś) należne uznanie
wypowiedzieć (przysięgę)
złożyć (życzenie, modlitwę itp.)
ogłosić
rozbudzać (emocje) (zwykle w stałych wyrażeniach)
podsycać (zwykle w stałych wyrażeniach)
wzmacniać (uczucie) (zwykle w stałych wyrażeniach)
poświęcić komuś swoją uwagę (jako （聞き）耳を～)
słuchać z uwagą (jako （聞き）耳を～)
zachować (komuś) twarz (zwykle jako ...の顔を～)
sprawić, by (ktoś) wypadł dobrze (zwykle jako ...の顔を～)
uniknąć zawstydzenia (kogoś) (zwykle jako ...の顔を～)
przygotować (kąpiel)
podgrzać (wodę)
zaparzyć herbatę (szczególnie matcha) (szczególnie 点てる)
przeprowadzić ceremonię parzenia herbaty (szczególnie 点てる)
zamknąć (np. drzwi przesuwne lub okiennice, często pisane jako 閉てる)
zapuścić (wąsy)
dzielić przez
wysłać (posłańca)
wysyłać (posłańca)
wróżyć
przeprowadzić (rytuał)
robić .. energicznie (po czasowniku w formie bez masu)
robić ... z wielkim zapałem (po czasowniku w formie bez masu)
robić ... w niezwykły sposób (po czasowniku w formie bez masu)",,DICTIONARY2_SOURCE,,GroupId: 1551530
7162,WORD_NOUN,,HIRAGANA,,,立候補,りっこうほ,,rikkouho,"zgłoszenie własnej kandydatury
kandydowanie (na gospodarza wydarzenia, np. igrzysk olimpijskich)",,DICTIONARY2_SOURCE,,GroupId: 1551650
7163,WORD_NOUN,,HIRAGANA,,,立憲政治,りっけんせいじ,,rikken seiji,rząd konstytucyjny,,DICTIONARY2_SOURCE,,GroupId: 1838420
7164,WORD_NOUN,,HIRAGANA,,,長,ちょう,,chou,"lider
szef
przywódca
naczelnik
dyrektor
kierownik
prezes
wartość
zasługa
mocny punkt
przewaga
starszeństwo
wyższość
dur (muzyka)
durowy (muzyka)",,DICTIONARY2_SOURCE,"DUPLICATE 28254
DUPLICATE 28255
DUPLICATE 28704
DUPLICATE 53621
DUPLICATE 59568
DUPLICATE 82350",GroupId: 1429740
7165,WORD_VERB_RU,,HIRAGANA,,,長ける,たける,,takeru,"doskonalić się w
być biegłym w
starzeć się
dojrzewać
wznosić się wysoko (np. słońce)",,DICTIONARY2_SOURCE,,GroupId: 2063960
7166,WORD_NOUN,,HIRAGANA,,,学長,がくちょう,,gakuchou,"rektor uniwersytetu
kanclerz",,DICTIONARY2_SOURCE,,GroupId: 1206990
7167,"WORD_NOUN
WORD_ADJECTIVE_NO",,HIRAGANA,,,長老,ちょうろう,,chourou,"senior
starszy
starszy mnich (buddyzm)
nestor
prezbiter
patriarcha",,DICTIONARY2_SOURCE,,GroupId: 1430180
7168,WORD_NOUN,,HIRAGANA,,,長靴,ながぐつ,,naga gutsu,"kozaki
buty skórzane
buty gumowe
kalosze
długie buty
wysokie buty",,DICTIONARY2_SOURCE,DUPLICATE 11696,GroupId: 1797820
7169,WORD_NOUN,,HIRAGANA,,,長所,ちょうしょ,,chousho,"mocny punkt
silny punkt
zaleta
cnota",,DICTIONARY2_SOURCE,,GroupId: 1430030
7170,WORD_NOUN,,HIRAGANA,,,音声,おんせい,,onsei,"głos
mowa
fon (w odróżnieniu od fonemu) (lingwistyka)
dźwięk mowy (lingwistyka)
audio (audiowizualny; w odróżnieniu od obrazu)
dźwięk (audiowizualny; w odróżnieniu od obrazu)
realizator dźwięku (audiowizualny; w filmie, telewizji itp.)
inżynier dźwięku (audiowizualny; w filmie, telewizji itp.)",,DICTIONARY2_SOURCE,DUPLICATE 326906,GroupId: 1183880
7171,WORD_NOUN,,HIRAGANA,,,音響,おんきょう,,onkyou,"dźwięk
akustyka
pogłos",,DICTIONARY2_SOURCE,,GroupId: 1183780
7172,WORD_NOUN,,HIRAGANA,,,音節,おんせつ,,onsetsu,sylaba,lingwistyka,DICTIONARY2_SOURCE,,GroupId: 1183910
7173,WORD_NOUN,,HIRAGANA,,,週日,しゅうじつ,,shuujitsu,"dzień powszedni
dzień roboczy",,DICTIONARY2_SOURCE,,GroupId: 1699700
7174,WORD_NOUN,,HIRAGANA,,,週刊新聞,しゅうかんしんぶん,,shuukan shinbun,tygodnik,,IGNORE_NO_JMEDICT,,
7175,WORD_VERB_RU,,HIRAGANA,,,承ける,うける,,ukeru,"brać
przyjmować
otrzymywać
łapać (np. piłkę)
chwytać (np. piłkę)
być uderzonym (np. przez wiatr, wale, światło słoneczne i etc)
odnieść (obrażenia)
ponosić (stratę)
cierpieć (np. od urazu)
odczuwać (np. wpływ)
poddać się (np. operacji)
przechodzić (np. operację)
zdawać egzamin
przystępować do egzaminu
przystępować do rozmowy kwalifikacyjnej
przechodzić próbę
przejść próbę
podejmować wyzwanie
otrzymać (np. życie, talent, szczególnie 受ける, 享ける)
uznać za zabawne (potocznie; szczególnie ウケる)
uznać za śmieszne (potocznie; szczególnie ウケる)
być rozbawionym (czymś) (potocznie; szczególnie ウケる)
podążać za (szczególnie 受ける, 享ける)
następować po (szczególnie 受ける, 享ける)
pochodzić od (szczególnie 受ける, 享ける)
stać twarzą w kierunku (np. południa)
być modyfikowanym przez (lingwistyka; szczególnie 受ける, 承ける)
nabyć (zastawioną rzecz) po uiszczeniu opłaty (szczególnie 請ける, obecnie głównie używane w złożeniach)
być dobrze przyjętym (szczególnie ウケる, うける)
stać się popularnym (szczególnie ウケる, うける)
odnieść sukces (szczególnie ウケる, うける)
odpowiadać (go (gra); na ruch przeciwnika)
reagować (go (gra); na ruch przeciwnika)",,DICTIONARY2_SOURCE,,GroupId: 1329590
7176,WORD_VERB_U,,HIRAGANA,,,承る,うけたまわる,,uke tamawaru,"słyszeć (pokornie)
usłyszeć (pokornie)
wiedzieć (pokornie)
być poinformowanym (pokornie)
odbierać (zamówienie)
zobowiązać się
podjąć
przyjmować (np. rezerwację)",,DICTIONARY2_SOURCE,,GroupId: 1349440
7177,"WORD_NOUN
WORD_ADJECTIVE_NO",,HIRAGANA,,,伝承,でんしょう,,denshou,"przekaz (ustny)
przekazywanie (informacji)
tradycja
legenda
folklor",,DICTIONARY2_SOURCE,,GroupId: 1442050
7178,WORD_NOUN,,HIRAGANA,,,承知,しょうち,,shouchi,"wiedza
świadomość (czegoś)
akceptacja
zgoda
zgodność
potwierdzenie
wybaczanie (zwykle w zdaniach przeczących)
ułaskawianie (zwykle w zdaniach przeczących)
usprawiedliwianie (zwykle w zdaniach przeczących)",,DICTIONARY2_SOURCE,,GroupId: 1349480
7179,WORD_NOUN,,HIRAGANA,,,承認,しょうにん,,shounin,"akceptacja
aprobata
zatwierdzenie
zgoda",,DICTIONARY2_SOURCE,,GroupId: 1349520
7180,WORD_NOUN,,HIRAGANA,,,承服,しょうふく,,shoufuku,"przyjmowanie
akceptowanie
zgadzanie się
wyrażanie zgody
uleganie
ulegnięcie
podporządkowanie się
zastosowanie się",,DICTIONARY2_SOURCE,,GroupId: 1595010
7181,WORD_NOUN,,HIRAGANA,,,承継,しょうけい,,shoukei,"sukcesja
dziedziczenie
przejęcie",,DICTIONARY2_SOURCE,,GroupId: 1349450
7182,WORD_NOUN,,HIRAGANA,,,后,きさき,,kisaki,"cesarzowa (małżonka)
królowa (małżonka)",,DICTIONARY2_SOURCE,"DUPLICATE 203085
DUPLICATE 303379",GroupId: 1277320
7183,WORD_NOUN,,HIRAGANA,,,皇后,こうごう,,kougou,cesarzowa (małżonka),,DICTIONARY2_SOURCE,,GroupId: 1280390
7184,WORD_NOUN,,HIRAGANA,,,響き,ひびき,,hibiki,"echo
pogłos
dźwięk (szczególnie czegoś charakterystycznego np. deszczu, wystrzału, galopu, bębna i etc)
odgłos (szczególnie czegoś charakterystycznego np. deszczu, wystrzału, galopu, bębna i etc)
jakość dźwięku (np. delikatna fraza, czysty głos, rezonansowy dzwon)
uczucie dźwięku
emocja lub uczucie zainspirowane przez coś usłyszanego lub przeczytanego",,DICTIONARY2_SOURCE,DUPLICATE 51570,GroupId: 1602130
7185,WORD_VERB_U,,HIRAGANA,,,響く,ひびく,,hibiku,"dudnieć
odbijać się (echem)
dźwięczeć
rezonować
wibrować
drgać
przyjść (do domu)
pozostać (z kimś)
mieć skutek
wywołać skutek
robić wrażenie",,DICTIONARY2_SOURCE,DUPLICATE 47276,GroupId: 1238610
7186,WORD_NOUN,,HIRAGANA,,,出身地,しゅっしんち,,shusshinchi,"miejsce, z którego ktoś pochodzi
miejsce urodzenia
miejsce pochodzenia
rodzinne miasto",,DICTIONARY2_SOURCE,,GroupId: 1339290
7187,WORD_NOUN,,HIRAGANA,,,出版,しゅっぱん,,shuppan,"publikacja
publikowanie
wydawanie",,DICTIONARY2_SOURCE,,GroupId: 1340030
7188,WORD_NOUN,,HIRAGANA,,,元,もと,,moto,"źródło (szczególnie 元)
pochodzenie (szczególnie 元)
początek (szczególnie 元)
podstawa (często 基)
baza (często 基)
fundamenty (często 基)
przyczyna (pisane również jako 因, 原)
powód (pisane również jako 因, 原)
(surowiec) materiał (szczególnie 素)
składnik (szczególnie 素)
substancja (szczególnie 素)
baza (szczególnie 素)
mieszanka (np. na ciasto) (szczególnie 素)
(zupa) bulion (szczególnie 素)
(czyjaś) strona
kapitał
cena kosztów własnych
korzeń (rośliny)
pień (drzewa)
część (pędzla, pałeczek itp.), którą trzyma się ręką
pierwsze trzy linie waka",,DICTIONARY2_SOURCE,"DUPLICATE 61678
DUPLICATE 69331
DUPLICATE 125836
EDICT_DUPLICATE 125834
EDICT_DUPLICATE 125835
EDICT_DUPLICATE 125836",GroupId: 1260670
7189,WORD_NOUN,,HIRAGANA,,,読点,とうてん,,touten,przecinek,lingwistyka,DICTIONARY2_SOURCE,,GroupId: 1456450
7190,WORD_VERB_U,,HIRAGANA,,,読み取る,よみとる,,yomi toru,"czytać i rozumieć
czytać i zrozumieć
pojmować
wyczuwać na podstawie zewnętrznych wskazówek
rozumieć (czyjeś) intencje
czytać (czyjeś) myśli
czytać (np. kalibrację, taśmę i etc)
skanować (kod kreskowy)
odczytać",,DICTIONARY2_SOURCE,,GroupId: 1456210
7191,WORD_NOUN,,HIRAGANA,,,世,よ,,yo,"świat
społeczeństwo
życie
wiek
era
okres
epoka
pokolenie
generacja
władza
rządy
panowanie
czasy
świat (bytu) (buddyzm)
świat (istnienia) (buddyzm)",,DICTIONARY2_SOURCE,"DUPLICATE 12723
DUPLICATE 59960",GroupId: 1605810
7192,"WORD_NOUN
WORD_ADJECTIVE_NO",,HIRAGANA,,,世紀,せいき,,seiki,"wiek
stulecie
era
epoka
stulecia (np. walka stulecia)",,DICTIONARY2_SOURCE,,GroupId: 1373990
7193,WORD_NOUN,,HIRAGANA,,,世俗,せぞく,,sezoku,"rzeczy doczesne
powszechne zwyczaje
zwykłe życie
powszechni ludzie
zwykli ludzie
laickość
świeckość",,DICTIONARY2_SOURCE,DUPLICATE 29362,GroupId: 1374120
7194,WORD_NOUN,,HIRAGANA,,,世間,せけん,,seken,"świat
ludzie
społeczeństwo
sfera publiczna
życie publiczne",,DICTIONARY2_SOURCE,,GroupId: 1373970
7195,WORD_NOUN,,HIRAGANA,,,市,いち,,ichi,"rynek
targ
jarmark
bazar",,DICTIONARY2_SOURCE,DUPLICATE 23210,GroupId: 1308080
7196,WORD_NOUN,,HIRAGANA,,,市民,しみん,,shimin,"obywatel (kraju)
obywatele (kraju)
mieszkaniec miasta
mieszczanie
burżuazja
klasa średnia",,DICTIONARY2_SOURCE,,GroupId: 1308690
7197,"WORD_NOUN
WORD_ADJECTIVE_NO",,HIRAGANA,,,市立,しりつ,,shiritsu,miejski,"いちりつ jest mówione, aby uniknąć zamieszania z 私立",DICTIONARY2_SOURCE,DUPLICATE 29363,GroupId: 1308820
7198,WORD_NOUN,,HIRAGANA,,,市場,しじょう,,shijou,"rynek (np. finansowy, akcji, krajowy i etc)
rynek handlowy
targowisko
targ uliczny (zwykle czytane いちば)",,DICTIONARY2_SOURCE,DUPLICATE 1443,GroupId: 1308305
7199,WORD_VERB_U,,HIRAGANA,,,広がる,ひろがる,,hirogaru,"rozszerzać się
rozprzestrzeniać się
szerzyć się
wypełnić (np. przestrzeń)",,DICTIONARY2_SOURCE,,GroupId: 1602360
7200,WORD_VERB_RU,,HIRAGANA,,,広げる,ひろげる,,hirogeru,"rozprzestrzeniać
rozszerzać
rozciągać
powiększać
rozłożyć (często pisane jako 展げる)
rozkładać (często pisane jako 展げる)
otwierać (często pisane jako 展げる)
rozwijać (często pisane jako 展げる)
odpakować (często pisane jako 展げる)
rozpakować (często pisane jako 展げる)
rozrzucać
rozpowszechniać
rozkwitać
przyczynić się do pomyślności",,DICTIONARY2_SOURCE,,GroupId: 1602370
7201,WORD_NOUN,,HIRAGANA,,,広報,こうほう,,kouhou,"public relations
PR
rozgłos
informacja publiczna
nagłaśnianie
zareklamowanie
upowszechnianie
podawanie do wiadomości publicznej",,DICTIONARY2_SOURCE,,GroupId: 1593040
7202,WORD_NOUN,,HIRAGANA,,,広間,ひろま,,hiroma,"sala
salon
przestronny pokój
pokój gościnny",,DICTIONARY2_SOURCE,,GroupId: 1633240
7203,WORD_NOUN,,HIRAGANA,,,虎,とら,,tora,"tygrys (Panthera tigris)
tygrys azjatycki (Panthera tigris)
pijak (potocznie)
pijaczyna (potocznie)",,DICTIONARY2_SOURCE,,GroupId: 1267610
7204,"WORD_NOUN
WORD_ADJECTIVE_NO",,HIRAGANA,,,真,しん,,shin,"prawda
rzeczywistość
autentyczność
powaga
tautologia (logika)
prawda logiczna (logika)
pismo w stylu drukowanym
gwiazda estrady (skrót)",,DICTIONARY2_SOURCE,"DUPLICATE 7205
DUPLICATE 69026
DUPLICATE 134130",GroupId: 1363170
7205,"WORD_NOUN
WORD_PREFIX",,HIRAGANA,,,真,ま,,ma,"aktualny
odpowiedni
uczciwy
prawdziwy
prawidłowy
czysty
prawda
prawdziwość",,DICTIONARY2_SOURCE,"DUPLICATE 7204
DUPLICATE 30874
DUPLICATE 69026
DUPLICATE 134130",GroupId: 1363180
7206,"WORD_NOUN
WORD_ADJECTIVE_NO",,HIRAGANA,,,真理,しんり,,shinri,prawda,,DICTIONARY2_SOURCE,,GroupId: 1364400
7207,"WORD_ADJECTIVE_NA
WORD_NOUN
WORD_ADVERB",,HIRAGANA,,,真っ直ぐ,まっすぐ,,massugu,"prosto
prosty
wyprostowany
bezpośredni
uczciwy
szczery",pisanie zwykle z użyciem kana,DICTIONARY2_SOURCE,,GroupId: 1580600
7208,WORD_NOUN,,HIRAGANA,,,真珠,しんじゅ,,shinju,perła,,DICTIONARY2_SOURCE,,GroupId: 1363810
7209,WORD_VERB_RU,,HIRAGANA,,,転じる,てんじる,,tenjiru,"obracać
przełączać
kręcić
zmieniać
zmienić",,DICTIONARY2_SOURCE,,GroupId: 1441040
7210,WORD_VERB_U,,HIRAGANA,,,転ばす,ころばす,,korobasu,"przewracać
obalać",,DICTIONARY2_SOURCE,,GroupId: 2083410
7211,WORD_VERB_RU,,HIRAGANA,,,転げる,ころげる,,korogeru,"przewracać się
turlać się (ze śmiechu)",,DICTIONARY2_SOURCE,,GroupId: 1441010
7212,WORD_VERB_U,,HIRAGANA,,,転がる,ころがる,,korogaru,"toczyć się
przewrócić się
przewracać się
koziołkować
przewracać się
kłaść się
położyć się
być rozproszonym
być rozrzucanym
leżeć wokół
zmieniać się (sytuacja lub wynik)
przychodzić łatwo
być powszechnym",,DICTIONARY2_SOURCE,,GroupId: 1441000
7213,WORD_VERB_U,,HIRAGANA,,,転がす,ころがす,,korogasu,"kręcić
toczyć
turlać
jechać (samochodem)
przewrócić
wywrócić
zrzucić
wychodzić
kupować i sprzedawać (szybko z zyskiem)",,DICTIONARY2_SOURCE,,GroupId: 1440980
7214,WORD_NOUN,,HIRAGANA,,,転出,てんしゅつ,,tenshutsu,"wyprowadzka do
przeprowadzka do innego miejsca
przeniesienie (na nowe stanowisko)
bycie przeniesiony",,DICTIONARY2_SOURCE,,GroupId: 1441200
7215,WORD_NOUN,,HIRAGANA,,,転入,てんにゅう,,tennyuu,"wprowadzać się (do nowego domu)
przenosić się (do nowego domu)
przeniesienie (do nowej szkoły)",,DICTIONARY2_SOURCE,,GroupId: 1441300
7216,WORD_NOUN,,HIRAGANA,,,転職,てんしょく,,tenshoku,"zmiana zawodu
zmiana pracy
zmiana kariery",,DICTIONARY2_SOURCE,,GroupId: 1441210
7217,"WORD_NOUN
WORD_NOUN_SUFFIX
WORD_COUNTER",,HIRAGANA,,,連,れん,,ren,"dwie ryzy papieru (ateji na ryzy papieru; również pisane jako 嗹)
1000 arkuszy papieru (ateji na ryzy papieru; również pisane jako 嗹)
zwrotka (również pisane jako 聯)
strofa (również pisane jako 聯)
plemię (biologia; w taksonomii)
prognoza (zakład) (skrót)
zakład, który przewiduje 2 najlepszych zawodników (np. quinella lub perfecta) (wyjaśnienie; skrót)
ekipa
grupa
towarzystwo
rzeczy ułożone w linię (np. perły, suszone ryby, przęsła mostu itp., również pisane jako 聯)
sokół (przestarzałe słowo)",,DICTIONARY2_SOURCE,DUPLICATE 59126,GroupId: 1559230
7218,WORD_VERB_U,,HIRAGANA,,,連なる,つらなる,,tsuranaru,"rozciągać się
wyciągać się
stać w rzędzie
brać udział
uczestniczyć w
zapisywać się
przyłączać się
dołączać się
mieć połączenie
być powiązany
być połączonym",,DICTIONARY2_SOURCE,,GroupId: 1559240
7219,WORD_VERB_RU,,HIRAGANA,,,連れる,つれる,,tsureru,"zabierać kogoś
ciągnąć
wziąć ze sobą
mieć towarzystwo","ze sobą, używane jest wtedy, gdy udajemy się gdzieś z osobą o statusie albo ze zwierzętami",DICTIONARY2_SOURCE,,GroupId: 1559290
7220,"WORD_NOUN
WORD_ADJECTIVE_NA",,HIRAGANA,,,連続,れんぞく,,renzoku,"kontynuacja
sukcesja
ciąg
seria
sekwencja
ciągły (matematyka)",,DICTIONARY2_SOURCE,,GroupId: 1559610
